row_id,Episode,Season,Show,narration_text
130,e1-Winter is Coming,season-01,Game-of-Thrones,Scene shifts to the Winterfell great hall where a great banquet is being prepared.
136,e1-Winter is Coming,season-01,Game-of-Thrones,"Scene shifts to Robb, Theon, and Jon getting barbered."
138,e1-Winter is Coming,season-01,Game-of-Thrones,sleek as a mink?
142,e1-Winter is Coming,season-01,Game-of-Thrones,"Scene shifts to the royal procession approaching Winterfell. Bran sees them from his perch high atop a castle wall and clambers nimbly down to tell everyone. CATELYN and LUWIN walk to the courtyard, passing BRAN’s wolf pup."
143,e1-Winter is Coming,season-01,Game-of-Thrones,Seeing BRAN on the wall
152,e1-Winter is Coming,season-01,Game-of-Thrones,"BRAN runs off, followed by his wolf pup."
153,e1-Winter is Coming,season-01,Game-of-Thrones,"Scene shifts to grand entry of the king’s horses and men. ARYA, wearing a helm and cloak, pushes her way into a tall wagon for a better look. In rides JOFFREY, followed by the HOUND. The other Starks wait in a greeting line."
155,e1-Winter is Coming,season-01,Game-of-Thrones,More riders with banners. ARYA scoots past her parents to get in the receiving line.
156,e1-Winter is Coming,season-01,Game-of-Thrones,Pulls off ARYA’s helm
158,e1-Winter is Coming,season-01,Game-of-Thrones,"JOFFREY rides up, SANSA smiles at him, ROBB glares at JOFFREY. The HOUND pulls up his helm. The coach carrying CERSEI lumbers in, followed by KING ROBERT. All kneel. ROBERT heaves himself off his horse. NED looks shocked at the sight of his old friend, now fat and red-faced. ROBERT signals for all to rise and looks at NED."
161,e1-Winter is Coming,season-01,Game-of-Thrones,NED gives ROBERT a “What about you?” look. They start laughing.
166,e1-Winter is Coming,season-01,Game-of-Thrones,CERSEI and her other children descend from the coach.
172,e1-Winter is Coming,season-01,Game-of-Thrones,JAIME removes his helm.
175,e1-Winter is Coming,season-01,Game-of-Thrones,CERSEI approaches.
181,e1-Winter is Coming,season-01,Game-of-Thrones,"CERSEI, humiliated in front of all, walks back to JAIME."
183,e1-Winter is Coming,season-01,Game-of-Thrones,Scene changes to the crypt.
190,e1-Winter is Coming,season-01,Game-of-Thrones,NED kneels.
193,e1-Winter is Coming,season-01,Game-of-Thrones,"Scene changes to JAIME in the Winterfell settlement. We see Tyrion inside a whorehouse, swilling liquor and laughing as a woman pops into view after servicing him."
208,e1-Winter is Coming,season-01,Game-of-Thrones,She climbs on TYRION. JAIME walks in without knocking.
217,e1-Winter is Coming,season-01,Game-of-Thrones,JAIME leaves.
219,e1-Winter is Coming,season-01,Game-of-Thrones,Robert places a feather in the hand of her statue.
223,e1-Winter is Coming,season-01,Game-of-Thrones,He touches Lyanna’s face.
227,e1-Winter is Coming,season-01,Game-of-Thrones,"Scene shifts to Daenerys on a balcony in Pentos, across the Narrow Sea."
229,e1-Winter is Coming,season-01,Game-of-Thrones,He enters a large chamber.
234,e1-Winter is Coming,season-01,Game-of-Thrones,VISERYS nods and starts to leave the chamber. He turns.
236,e1-Winter is Coming,season-01,Game-of-Thrones,Daenerys turns and steps into a steaming hot bath with a despairing look on her face.
238,e1-Winter is Coming,season-01,Game-of-Thrones,"But DAENERYS keeps stepping deeper. The scene shifts to ILLYRIOS, DAENERYS, AND VISERYS outside the mansion, awaiting Khal Drogo."
241,e1-Winter is Coming,season-01,Game-of-Thrones,A host of Dothraki come riding up. Khal Drogo wheels his stallion into the front.
245,e1-Winter is Coming,season-01,Game-of-Thrones,"KHAL DROGO watches as DAENERYS walks toward him. She does not hesitate and looks straight at him, although there is fear on her face. KHAL DROGO gazes at her and then leads his horsemen on a charge away."
250,e1-Winter is Coming,season-01,Game-of-Thrones,"The scene shifts to ILLYRIO, VISERYS, AND DAENERYS ON A GARDEN BALCONY OVERLOOKING THE SEA."
263,e1-Winter is Coming,season-01,Game-of-Thrones,"He gives DAENERYS a brotherly kiss on the forehead and walks away. The scene shifts to a bedroom in Winterfell, where CATELYN is fixing SANSA’S hair."
267,e1-Winter is Coming,season-01,Game-of-Thrones,CATELYN rolls her eyes.
275,e1-Winter is Coming,season-01,Game-of-Thrones,"Scene shifts to the Winterfell banquet. Laughter, music, KING ROBERT getting bawdy with a wench. CATELYN and CERSEI watch, CATELYN embarrassed for CERSEI, who looks disgusted. Out in the courtyard, JON takes out his frustration on a fencing dummy. His uncle BENJEN rides up."
278,e1-Winter is Coming,season-01,Game-of-Thrones,They hug.
290,e1-Winter is Coming,season-01,Game-of-Thrones,BENJEN goes to the banquet.
296,e1-Winter is Coming,season-01,Game-of-Thrones,JON looks angry and turns away.
302,e1-Winter is Coming,season-01,Game-of-Thrones,TYRION departs. JON picks up his sword and attacks the dummy with new ferocity.
303,e1-Winter is Coming,season-01,Game-of-Thrones,"The scene shifts back to the banquet, in full raucous swing. NED is off to himself; BENJEN comes up to him."
311,e1-Winter is Coming,season-01,Game-of-Thrones,ROBB approaches.
315,e1-Winter is Coming,season-01,Game-of-Thrones,KING ROBERT gets even more bawdy with a wench.
318,e1-Winter is Coming,season-01,Game-of-Thrones,They observe SANSA.
320,e1-Winter is Coming,season-01,Game-of-Thrones,SANSA approaches and smiles shyly at CERSEI.
328,e1-Winter is Coming,season-01,Game-of-Thrones,SANSA nods yes.
330,e1-Winter is Coming,season-01,Game-of-Thrones,SANSA departs.
334,e1-Winter is Coming,season-01,Game-of-Thrones,SANSA and JOFFREY catch each other’s eye. JOFFREY smiles at her and she turns to her friend.
335,e1-Winter is Coming,season-01,Game-of-Thrones,JAIME and NED meet up. JAIME blocks their path.
344,e1-Winter is Coming,season-01,Game-of-Thrones,ARYA flips food onto SANSA’s face.
346,e1-Winter is Coming,season-01,Game-of-Thrones,CATELYN signals a laughing ROBB to deal with the girls. He hoists up ARYA.
348,e1-Winter is Coming,season-01,Game-of-Thrones,The scene shifts to after the banquet. NED and CATELYN are in their bed.
355,e1-Winter is Coming,season-01,Game-of-Thrones,There’s a knock at the door.
359,e1-Winter is Coming,season-01,Game-of-Thrones,He hands CATELYN a sealed note.
362,e1-Winter is Coming,season-01,Game-of-Thrones,"CATELYN reads the note, looks up in alarm, and then burns it."
372,e1-Winter is Coming,season-01,Game-of-Thrones,The scene shifts to the wild wedding celebration of KHAL DROGO and DAENERYS. Fighting and fornication. DAENERYS looks stricken at everything around her.
378,e1-Winter is Coming,season-01,Game-of-Thrones,The sex and violence intensify. Two men fight to the death over a woman each is trying to rape. KHAL DROGO watches avidly.
380,e1-Winter is Coming,season-01,Game-of-Thrones,"A knight in Westerosi garb appears. KHAL DROGO greets him in Dothraki. It is JORAH MORMONT, bearing books."
384,e1-Winter is Coming,season-01,Game-of-Thrones,DANY is presented with a chest with three dragon eggs in it.
387,e1-Winter is Coming,season-01,Game-of-Thrones,"KHAL DROGO rises and strides forward. DAENERYS follows him, looking sick with fear. The Dothraki crowd behind her as she goes. The KHAL leads her to a white mare."
390,e1-Winter is Coming,season-01,Game-of-Thrones,The KHAL puts DANY on her horse and mounts his.
392,e1-Winter is Coming,season-01,Game-of-Thrones,The scene shifts to the seaside at sunset. The KHAL begins to unwrap DANY’s dress. She is sobbing. He touches the tears on her face.
396,e1-Winter is Coming,season-01,Game-of-Thrones,He takes off her gown and bends her down.
397,e1-Winter is Coming,season-01,Game-of-Thrones,The scene shifts to Winterfell. Tyrion and the Hound are seated outside the day after the banquet.
403,e1-Winter is Coming,season-01,Game-of-Thrones,The king and Ned come into view.
409,e1-Winter is Coming,season-01,Game-of-Thrones,"The king’s party rides off, NED nodding goodbye to BRAN, whose wolf pup begins sniffing at his feet."
411,e1-Winter is Coming,season-01,Game-of-Thrones,"BRAN begins climbing, his wolf pup crying at the bottom of the castle wall. As he nears the top, he hears a woman and man moaning. Peering in the window, he sees CERSEI and JAIME having sex. CERSEI sees BRAN."
413,e1-Winter is Coming,season-01,Game-of-Thrones,JAIME runs and grabs BRAN at the window.
422,e1-Winter is Coming,season-01,Game-of-Thrones,"JAIME looks at CERSEI, who gazes back imploringly."
424,e1-Winter is Coming,season-01,Game-of-Thrones,He shoves BRAN out the window.
1195,e3-Lord Snow,season-01,Game-of-Thrones,laughs
1278,e3-Lord Snow,season-01,Game-of-Thrones,poking her head out of a window
1369,e3-Lord Snow,season-01,Game-of-Thrones,to Viserys
4394,e9-Baelor,season-01,Game-of-Thrones,thousand
14477,e9-The Rains of Castamere,season-03,Game-of-Thrones,Opening Credits
14478,e9-The Rains of Castamere,season-03,Game-of-Thrones,"First scene shows the location of Casterly Rock (ancestral seat of House Lannister) on a giant map of Westeros. There are several game pieces representing different House sigils located on different parts of the map. ROBB STARK and CATELYN STARK are at a campsite, within a tent lit up by candles"
14482,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB nods in agreement
14485,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB pauses then walks around CATELYN
14487,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB pours himself something to drink
14489,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB pauses
14491,e9-The Rains of Castamere,season-03,Game-of-Thrones,"CATELYN pauses, staring at ROBB.  She then looks at the map"
14493,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB grabs a House Frey piece
14496,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Close up shots of the map showing the sigils of House Stark, House Frey and House Lannister"
14498,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB moves the House Frey piece to the House Stark side of the map
14500,e9-The Rains of Castamere,season-03,Game-of-Thrones,A flash of anger spreads across CATELYN's face
14502,e9-The Rains of Castamere,season-03,Game-of-Thrones,"The scene shifts to the inside of The Twins, as a servant walks around with a plate of bread and salt in observation of the Westerosi tradition of ""Guest Right"".  ROBB, his wife TALISA MAEGYR, his uncle EDMURE TULLY, his great uncle BRYNDEN ""BLACKFISH"" TULLY, CATELYN and the Stark army are in the presence of WALDER FREY and his family.  ROBB takes a piece of bread, dips it into the salt and eats it while looking intently at WALDER"
14505,e9-The Rains of Castamere,season-03,Game-of-Thrones,Servant stops in front of WALDER.  He takes a piece of bread from the plate and eats it
14508,e9-The Rains of Castamere,season-03,Game-of-Thrones,WALDER signals for his female relatives to appear before ROBB
14510,e9-The Rains of Castamere,season-03,Game-of-Thrones,"As WALDER calls each relative by name, they briefly look up at ROBB"
14512,e9-The Rains of Castamere,season-03,Game-of-Thrones,WALDER pauses to chew
14514,e9-The Rains of Castamere,season-03,Game-of-Thrones,EDMURE intently watches the Frey women
14516,e9-The Rains of Castamere,season-03,Game-of-Thrones,EDMURE closes his eyes after hearing WALDER'S comments about his granddaughters
14518,e9-The Rains of Castamere,season-03,Game-of-Thrones,WALDER guessing at his granddaughter's name.  EDMURE raises his eyebrows
14521,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB looks at the Frey women
14523,e9-The Rains of Castamere,season-03,Game-of-Thrones,WALDER claps to signal the dismissal of the Frey women
14525,e9-The Rains of Castamere,season-03,Game-of-Thrones,WALDER focuses on TALISA
14527,e9-The Rains of Castamere,season-03,Game-of-Thrones,TALISA takes a couple of steps towards WALDER.  WALDER moves forward in his seat and squints
14529,e9-The Rains of Castamere,season-03,Game-of-Thrones,TALISA looks at ROBB who nods.  Frey men look on as she takes a couple more steps towards WALDER.  She bows her head
14531,e9-The Rains of Castamere,season-03,Game-of-Thrones,WALDER leans forward with a grin
14533,e9-The Rains of Castamere,season-03,Game-of-Thrones,"WALDER grins, ROBB visibly uncomfortable"
14535,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB starts to step forward before CATELYN stops him
14537,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB visibly angry
14539,e9-The Rains of Castamere,season-03,Game-of-Thrones,WALDER stands up and claps
14544,e9-The Rains of Castamere,season-03,Game-of-Thrones,DAARIO points at a location on the map
14546,e9-The Rains of Castamere,season-03,Game-of-Thrones,"DAARIO gets closer to DAENERYS, grabs and guides her hand to the location he was referring to.  JORAH watches him closely"
14550,e9-The Rains of Castamere,season-03,Game-of-Thrones,DAENERYS briefly looks up at DAARIO and JORAH briefly looks at her
14554,e9-The Rains of Castamere,season-03,Game-of-Thrones,DAARIO nods at JORAH and GREY WORM.  JORAH looks at GREY WORM who briefly looks back
14558,e9-The Rains of Castamere,season-03,Game-of-Thrones,JORAH sighs and looks at Grey Worm
14560,e9-The Rains of Castamere,season-03,Game-of-Thrones,Speaking to Grey Worm in Valyrian
14561,e9-The Rains of Castamere,season-03,Game-of-Thrones,In Valyrian
14562,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Speaking in the Common Tongue (in this case, English) again"
14564,e9-The Rains of Castamere,season-03,Game-of-Thrones,DAENERYS' advisers start to leave.  DAARIO grins at DAENERYS who looks back at him.  BARRISTAN walks towards JORAH
14567,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Scene shifts to Beyond The Wall in the North.  SAMWELL TARLY, GILLY and her baby are walking south towards Castle Black"
14569,e9-The Rains of Castamere,season-03,Game-of-Thrones,GILLY stops and looks at SAMWELL in a confused manner
14575,e9-The Rains of Castamere,season-03,Game-of-Thrones,"SAMWELL smiles.  Next shot, GILLY and SAMWELL gaze up at the Wall"
14577,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Scene changes to SANDOR ""THE HOUND"" CLEGANE and ARYA STARK on horseback in the Riverlands, on their way to The Twins, where THE HOUND plans on returning ARYA to her mother and brother in the hopes of receiving some reward.  They see a PIG FARMER along the way who's having trouble with the wheel spokes on his cart"
14579,e9-The Rains of Castamere,season-03,Game-of-Thrones,THE HOUND hands the horse reins to ARYA and walks over to the PIG FARMER
14583,e9-The Rains of Castamere,season-03,Game-of-Thrones,THE HOUND lifts the cart up
14585,e9-The Rains of Castamere,season-03,Game-of-Thrones,"PIG FARMER fixes the wheel, THE HOUND sets the cart down"
14587,e9-The Rains of Castamere,season-03,Game-of-Thrones,"THE HOUND punches the PIG FARMER in the face, knocking him to the ground.  THE HOUND then unsheathes his dagger and prepares to kill him, prompting ARYA to intervene"
14595,e9-The Rains of Castamere,season-03,Game-of-Thrones,THE HOUND looks at the PIG FARMER on the ground
14597,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Confused, ARYA turns her head to look down at the PIG FARMER"
14600,e9-The Rains of Castamere,season-03,Game-of-Thrones,THE HOUND again tries to approach the PIG FARMER in order to kill him but ARYA again intervenes pushing him back
14602,e9-The Rains of Castamere,season-03,Game-of-Thrones,THE HOUND pauses then sheathes his dagger
14604,e9-The Rains of Castamere,season-03,Game-of-Thrones,"PIG FARMER starts to regain consciousness.  ARYA grabs a piece of wood from the cart and hits him across the face with it, knocking him out again.  She then walks back to the horse as THE HOUND looks on surprised"
14605,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Scene changes to the North, south of the wall.  BRAN STARK, RICKON STARK, HODOR, JOJEN REED, MEERA REED and OSHA are walking past a windmill"
14611,e9-The Rains of Castamere,season-03,Game-of-Thrones,BRAN looks at OSHA who stares back at him
14614,e9-The Rains of Castamere,season-03,Game-of-Thrones,OSHA stares at RICKON who looks back at her
14618,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Thunder rumbling, everyone looks up at the sky and at the windmill"
14620,e9-The Rains of Castamere,season-03,Game-of-Thrones,They begin walking back towards the windmill.  OSHA puts her hand on RICKON’S head
14622,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Scene changes showing ORELL’S eagle circling over an old horse breeder’s home.  JON SNOW, TORMUND GIANTSBANE, ORELL, YGRITTE are hiding, waiting for ORELL’S scouting report"
14632,e9-The Rains of Castamere,season-03,Game-of-Thrones,ORELL looks at TORMUND
14634,e9-The Rains of Castamere,season-03,Game-of-Thrones,YGRITTE looks at JON
14636,e9-The Rains of Castamere,season-03,Game-of-Thrones,JON looks at TORMUND
14639,e9-The Rains of Castamere,season-03,Game-of-Thrones,TORMUND announces to the rest of the wildlings
14641,e9-The Rains of Castamere,season-03,Game-of-Thrones,"The wildlings run towards the OLD MAN’S home.  JON smacks his sword, Longclaw, against a rock to alert the OLD MAN and his horses. Upon hearing his horses moving about, the OLD MAN steps outside and sees the wildlings running towards his home.  He gets on one of the horses and starts riding off.  YGRITTE preps her bow and arrow, aiming for the OLD MAN"
14643,e9-The Rains of Castamere,season-03,Game-of-Thrones,JON intervenes and YGRITTE hits a tree instead
14645,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Scene changes to ARYA looking at The Twins.  They’re relatively close.  Meanwhile, THE HOUND eats pig feet by the cart.  ARYA walks back to THE HOUND"
14647,e9-The Rains of Castamere,season-03,Game-of-Thrones,THE HOUND waves a pig’s foot at ARYA
14649,e9-The Rains of Castamere,season-03,Game-of-Thrones,THE HOUND continues to eat while ARYA gazes back at the Twins
14651,e9-The Rains of Castamere,season-03,Game-of-Thrones,ARYA angrily turns back and looks at THE HOUND
14657,e9-The Rains of Castamere,season-03,Game-of-Thrones,THE HOUND pauses
14659,e9-The Rains of Castamere,season-03,Game-of-Thrones,ARYA moves in closer to THE HOUND
14662,e9-The Rains of Castamere,season-03,Game-of-Thrones,ARYA turns her back to THE HOUND
14665,e9-The Rains of Castamere,season-03,Game-of-Thrones,ARYA turns around and angrily stares at THE HOUND
14667,e9-The Rains of Castamere,season-03,Game-of-Thrones,THE HOUND stares back at ARYA as she walks away to get a closer look at the Twins as thunder rumbles in the sky
14668,e9-The Rains of Castamere,season-03,Game-of-Thrones,Scene changes back to BRAN and company inside of the windmill.  The storm has already begun
14670,e9-The Rains of Castamere,season-03,Game-of-Thrones,OSHA looks at Bran and he looks at her
14675,e9-The Rains of Castamere,season-03,Game-of-Thrones,BRAN looks at HODOR
14677,e9-The Rains of Castamere,season-03,Game-of-Thrones,HODOR visibly scared of the thunder
14680,e9-The Rains of Castamere,season-03,Game-of-Thrones,HODOR still shaken from the thunder
14684,e9-The Rains of Castamere,season-03,Game-of-Thrones,MEERA looks at Bran
14686,e9-The Rains of Castamere,season-03,Game-of-Thrones,MEERA gazes outside and sees the OLD MAN on horseback
14687,e9-The Rains of Castamere,season-03,Game-of-Thrones,From outside
14690,e9-The Rains of Castamere,season-03,Game-of-Thrones,Thunder rumbles
14692,e9-The Rains of Castamere,season-03,Game-of-Thrones,Horses neighing outside.  OSHA tries to quiet down HODOR
14695,e9-The Rains of Castamere,season-03,Game-of-Thrones,From outside
14697,e9-The Rains of Castamere,season-03,Game-of-Thrones,OSHA starts turning her head then gazes outside
14698,e9-The Rains of Castamere,season-03,Game-of-Thrones,To BRAN and RICKON
14700,e9-The Rains of Castamere,season-03,Game-of-Thrones,HODOR stands up
14702,e9-The Rains of Castamere,season-03,Game-of-Thrones,To BRAN
14703,e9-The Rains of Castamere,season-03,Game-of-Thrones,To Hodor
14704,e9-The Rains of Castamere,season-03,Game-of-Thrones,OSHA tries to hold HODOR back but he pushes her aside and starts yelling and moving around anxiously
14705,e9-The Rains of Castamere,season-03,Game-of-Thrones,HODOR continues Hodoring
14709,e9-The Rains of Castamere,season-03,Game-of-Thrones,HODOR continues Hodoring.  ORELL hears voices coming out of the windmill.  He stops and looks up
14712,e9-The Rains of Castamere,season-03,Game-of-Thrones,"BRAN’S eyes roll back as he wargs into HODOR.  HODOR stops making noises as he falls to his knees and then falls asleep on the ground.  ORELL is still looking up at the windmill from the outside.  Inside of the windmill, everybody is in shock at what just happened"
14713,e9-The Rains of Castamere,season-03,Game-of-Thrones,To BRAN
14715,e9-The Rains of Castamere,season-03,Game-of-Thrones,The sound of a horse is heard from outside.  OSHA gets near the windmill opening
14718,e9-The Rains of Castamere,season-03,Game-of-Thrones,Scene shifts to the wildlings who are outside of the windmill with the OLD MAN.  ORELL is still looking up at the windmill
14721,e9-The Rains of Castamere,season-03,Game-of-Thrones,To TORMUND
14725,e9-The Rains of Castamere,season-03,Game-of-Thrones,"ORELL’s eagle is seen circling over the windmill.  TORMUND approaches the OLD MAN who is sitting on the ground.  He pulls a knife out on TORMUND, YGRITTE gets her bow and arrow out and aims for the OLD MAN"
14727,e9-The Rains of Castamere,season-03,Game-of-Thrones,"TORMUND sticks his hand out, asking for the knife.  The OLD MAN gives it to TORMUND, who tosses it aside"
14732,e9-The Rains of Castamere,season-03,Game-of-Thrones,TORMUND unsheathes his sword
14735,e9-The Rains of Castamere,season-03,Game-of-Thrones,"BRAN and RICKON’S direwolves, Shaggydog and Summer, are seen hiding behind a cart, outside of the windmill"
14737,e9-The Rains of Castamere,season-03,Game-of-Thrones,TORMUND helps the OLD MAN get up.  He then gets in position for the kill
14738,e9-The Rains of Castamere,season-03,Game-of-Thrones,Looks at JON
14738,e9-The Rains of Castamere,season-03,Game-of-Thrones,Walks towards JON
14739,e9-The Rains of Castamere,season-03,Game-of-Thrones,"YGRITTE, TORMUND and the OLD MAN stare back at JON.  The scene changes to back inside of the windmill"
14740,e9-The Rains of Castamere,season-03,Game-of-Thrones,Looks at BRAN
14745,e9-The Rains of Castamere,season-03,Game-of-Thrones,JOJEN looks at HODOR who is still resting
14747,e9-The Rains of Castamere,season-03,Game-of-Thrones,Scene switches back to outside of the windmill.  JON unsheathes Longclaw.  He places his sword against the OLD MAN’S neck
14749,e9-The Rains of Castamere,season-03,Game-of-Thrones,"JON nods his head.  The OLD MAN closes his eyes and starts praying, JON hesitates"
14750,e9-The Rains of Castamere,season-03,Game-of-Thrones,Looks at Jon
14751,e9-The Rains of Castamere,season-03,Game-of-Thrones,JON looks back at YGRITTE
14754,e9-The Rains of Castamere,season-03,Game-of-Thrones,JON glares back at TORMUND
14756,e9-The Rains of Castamere,season-03,Game-of-Thrones,"JON raises his sword but hesitates. YGRITTE shoots the OLD MAN in the chest with an arrow, killing him.  This prompts ORELL and TORMUND to reach for their swords"
14758,e9-The Rains of Castamere,season-03,Game-of-Thrones,JON and YGRITTE are standing side by side in defensive positions
14760,e9-The Rains of Castamere,season-03,Game-of-Thrones,"YGRITTE prepares to shoot an arrow at either ORELL or TORMUND but JON pushes her to the ground first.  JON, ORELL and the other wildlings have a sword fight while TORMUND runs towards YGRITTE.  She starts yelling and screaming as TORMUND tries to restrain her"
14764,e9-The Rains of Castamere,season-03,Game-of-Thrones,YGRITTE bites TORMUND’S arm which causes him to lose his grip on her.  She starts running away but TORMUND grabs her and tackles her to the ground
14766,e9-The Rains of Castamere,season-03,Game-of-Thrones,Scene switches back to inside of the windmill.  Everybody is looking at BRAN
14768,e9-The Rains of Castamere,season-03,Game-of-Thrones,"BRAN’S eyes roll back as he wargs into Summer.  Scene goes back outside to JON fighting the wildlings.  Suddenly, the direwolves start attacking the wildlings.  JON continues fighting ORELL until he impales him with Longclaw"
14770,e9-The Rains of Castamere,season-03,Game-of-Thrones,"JON twists his sword as ORELL wargs into his eagle right before dying.  The eagle attacks JON, biting and scratching his face.  JON tosses the eagle aside and makes a run for one of the OLD MAN’S horses.  He starts riding away as TORMUND and YGRITTE look on"
14771,e9-The Rains of Castamere,season-03,Game-of-Thrones,"The scene changes to Yunkai.  DAARIO, JORAH and GREY WORM are outside of the back gate"
14773,e9-The Rains of Castamere,season-03,Game-of-Thrones,"DAARIO approaches the back gate, a guard yells at him in Valyrian"
14775,e9-The Rains of Castamere,season-03,Game-of-Thrones,"The guard lets DAARIO in as JORAH and GREY WORM wait.  In the distance, DAARIO whistles.  JORAH and GREY WORM go through the back gate and into Yunkai.  They see two dead guards and DAARIO sitting down"
14777,e9-The Rains of Castamere,season-03,Game-of-Thrones,"DAARIO wiping blood off his arakh, a Dothraki blade"
14780,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Suddenly, they’re surrounded by Yunkai guards.  A brief fight ensues.  DAARIO throws a knife by JORAH’S head, killing a Yunkai guard who was behind him.  The trio defeat the first wave of guards"
